,entity,tag
3595,the,0
3596,following,0
3597,operations,0
3598,may,0
3599,obtain,0
3600,new,0
3601,data,0
3602,associated,0
3603,with,0
3604,that,0
3605,object,0
3606,--,0
3607,for,0
3608,"instance,",0
3609,to,0
3610,check,0
3611,if,0
3612,a,0
3613,file,0
3614,has,0
3615,been,0
3616,changed,0
3617,and,0
3618,obtain,0
3619,new,0
3620,data,0
3621,if,0
3622,it,0
3623,PUTFH,0
3624,,0
3625,LOOKUP,0
3626,NVERIFY,0
3627,attrbits,0
3628,READ,0
3629,0,0
3630,In,0
3631,the,0
3632,case,0
3633,that,0
3634,a,0
3635,RECOMMENDED,0
3636,attribute,0
3637,is,0
3638,specified,0
3639,in,0
3640,the,0
3641,NVERIFY,0
3642,operation,0
3643,and,0
3644,the,0
3645,server,0
3646,does,0
3647,not,0
3648,support,0
3649,that,0
3650,attribute,Variable
3651,for,0
3652,the,0
3653,file,0
3654,system,0
3655,"object,",0
3656,the,0
3657,error,0
3658,NFS4ERR_ATTRNOTSUPP,Value
3659,is,0
3660,returned,0
3661,to,0
3662,the,0
3663,client,0
3664,<NULL>,Variable
3665,When,0
3666,the,0
3667,attribute,0
3668,rdattr_error,0
3669,or,0
3670,any,0
3671,write-only,0
3672,attribute,0
3673,"(e.g.,",0
3674,time_modify_set),0
3675,is,0
3676,"specified,",0
3677,the,0
3678,error,0
3679,NFS4ERR_INVAL,Value
3680,is,0
3681,returned,0
3682,to,0
3683,,0
3684,the,0
3685,client,0
3686,<NULL>,Variable
3687,16.14.4.,0
3688,,0
3689,The,0
3690,current filehandle,Variable
3691,is,0
3692,assumed,0
3693,to,0
3694,refer,0
3695,to,0
3696,a,0
3697,regular,0
3698,directory,0
3699,or,0
3700,a,0
3701,named,0
3702,attribute,0
3703,directory,0
3704,<NULL>.,0
3705,,0
3706,LOOKUPP,0
3707,assigns,0
3708,the,0
3709,filehandle for its parent directory,Value
3710,to,0
3711,be,0
3712,the,0
3713,current filehandle,Variable
3714,<NULL>.,0
3715,,0
3716,If,0
3717,there,0
3718,is,0
3719,no,0
3720,parent directory,Value
3721,,0
3722,an,0
3723,NFS4ERR_NOENT,Value
3724,error,0
3725,must,0
3726,be,0
3727,returned,0
3728,<NULL>,Variable
3729,,0
3730,,0
3731,"Therefore,",0
3732,NFS4ERR_NOENT,Value
3733,will,0
3734,be,0
3735,returned,0
3736,by,0
3737,the,0
3738,server,0
3739,when,0
3740,the,0
3741,current filehandle,Variable
3742,is,0
3743,at the root or top of the server's file tree,Value
3744,<NULL>,Variable
3745,16.14.5.,0
3746,,0
3747,As,0
3748,for,0
3749,"LOOKUP,",0
3750,LOOKUPP,0
3751,will,0
3752,also,0
3753,cross,0
3754,mount,0
3755,points,0
3756,If,0
3757,the,0
3758,current filehandle,Variable
3759,is,0
3760,not a directory,Value
3761,or,0
3762,named attribute directory,Value
3763,,0
3764,the,0
3765,error,0
3766,NFS4ERR_NOTDIR,Value
3767,is,0
3768,returned,0
3769,<NULL>,Variable
3770,If,0
3771,the,0
3772,current filehandle,Variable
3773,is,0
3774,a,0
3775,named,0
3776,attribute,0
3777,directory,0
3778,that,0
3779,is,0
3780,associated,0
3781,with,0
3782,a,0
3783,file,0
3784,system,0
3785,object,0
3786,via,0
3787,OPENATTR,0
3788,"(i.e.,",0
3789,not,0
3790,a,0
3791,subdirectory,0
3792,of,0
3793,a,0
3794,named,0
3795,attribute,0
3796,"directory),",0
3797,LOOKUPP,0
3798,SHOULD,0
3799,return,0
3800,the,0
3801,filehandle of the associated file system objec,Value
3802,,0
3803,<NULL>,Variable
3804,16.7.4.,0
3805,,0
3806,The,0
3807,GETATTR,0
3808,operation,0
3809,will,0
3810,obtain,0
3811,attributes,0
3812,for,0
3813,the,0
3814,file,0
3815,system,0
3816,object,0
3817,specified,0
3818,by,0
3819,the,0
3820,current filehandle,Variable
3821,<NULL>.,0
3822,,0
3823,The,0
3824,client,0
3825,sets,0
3826,a,0
3827,bit,0
3828,in,0
3829,the,0
3830,bitmap,0
3831,argument,0
3832,for,0
3833,each,0
3834,attribute,0
3835,value,0
3836,that,0
3837,it,0
3838,would,0
3839,like,0
3840,the,0
3841,server,0
3842,to,0
3843,return,0
3844,<NULL>.,0
3845,,0
3846,The,0
3847,server,0
3848,returns,0
3849,an,0
3850,attribute bitmap,Variable
3851,that,0
3852,indicates,0
3853,the,0
3854,attribute,0
3855,values,0
3856,for,0
3857,which,0
3858,it,0
3859,was,0
3860,able,0
3861,to,0
3862,return,0
3863,"values,",0
3864,followed,0
3865,by,0
3866,the,0
3867,attribute values,Variable
3868,ordered,0
3869,lowest,0
3870,attribute,0
3871,number,0
3872,first,0
3873,The,0
3874,server,0
3875,MUST,0
3876,return,0
3877,a,0
3878,value,Variable
3879,for,0
3880,each,0
3881,attribute,Variable
3882,that,0
3883,the,0
3884,client,0
3885,requests,0
3886,if,0
3887,the,0
3888,attribute,Variable
3889,is,0
3890,supported,0
3891,by,0
3892,the,0
3893,server,0
3894,<NULL>.,0
3895,,0
3896,If,0
3897,the,0
3898,server,0
3899,does,0
3900,not,0
3901,support,0
3902,an,0
3903,attribute,Variable
3904,or,0
3905,cannot,0
3906,approximate,0
3907,a,0
3908,useful,0
3909,value,Variable
3910,,0
3911,then,0
3912,it,0
3913,MUST,0
3914,NOT,0
3915,return,0
3916,the,0
3917,attribute value,Variable
3918,and,0
3919,MUST,0
3920,NOT,0
3921,set,0
3922,the,0
3923,attribute bit,Variable
3924,in,0
3925,the,0
3926,result bitmap,Variable
3927,<NULL>,Variable
3928,,0
3929,,0
3930,The,0
3931,server,0
3932,MUST,0
3933,return,0
3934,an,0
3935,error,Value
3936,if,0
3937,it,0
3938,supports,0
3939,an,0
3940,attribute,Variable
3941,on,0
3942,the,0
3943,target,0
3944,but,0
3945,cannot,0
3946,obtain,0
3947,its,0
3948,value,Variable
3949,<NULL>,Variable
3950,,0
3951,,0
3952,In,0
3953,that,0
3954,"case,",0
3955,no,0
3956,attribute values,Variable
3957,will,0
3958,be,0
3959,returned,0
3960,File,0
3961,systems,0
3962,that,0
3963,are,0
3964,absent,0
3965,should,0
3966,be,0
3967,treated,0
3968,as,0
3969,having,0
3970,support,0
3971,for,0
3972,a,0
3973,very,0
3974,small,0
3975,set,0
3976,of,0
3977,attributes,0
3978,as,0
3979,described,0
3980,in,0
3981,Section,0
3982,8.3.1,0
3983,--,0
3984,even,0
3985,if,0
3986,"previously,",0
3987,when,0
3988,the,0
3989,file,0
3990,system,0
3991,was,0
3992,"present,",0
3993,more,0
3994,attributes,0
3995,were,0
3996,supported,0
3997,All,0
3998,servers,0
3999,MUST,0
4000,support,0
4001,the,0
4002,REQUIRED,0
4003,"attributes,",0
4004,as,0
4005,specified,0
4006,in,0
4007,Section,0
4008,"5,",0
4009,for,0
4010,all,0
4011,file,0
4012,"systems,",0
4013,with,0
4014,the,0
4015,exception,0
4016,of,0
4017,absent,0
4018,file,0
4019,systems,0
4020,On,0
4021,success,Value
4022,,0
4023,the,0
4024,current filehandle,Variable
4025,retains,0
4026,its,0
4027,value,Variable
4028,<NULL>,Variable
4029,16.7.5.,0
4030,,0
4031,Suppose,0
4032,there,0
4033,is,0
4034,an,0
4035,OPEN_DELEGATE_WRITE,0
4036,delegation,0
4037,held,0
4038,by,0
4039,another,0
4040,client,0
4041,for,0
4042,the,0
4043,file,0
4044,in,0
4045,"question,",0
4046,and,0
4047,size,0
4048,and/or,0
4049,change,0
4050,are,0
4051,among,0
4052,the,0
4053,set,0
4054,of,0
4055,attributes,0
4056,being,0
4057,interrogated,0
4058,<NULL>.,0
4059,,0
4060,The,0
4061,server,0
4062,has,0
4063,two,0
4064,choices,0
4065,<NULL>.,0
4066,"First,",0
4067,the,0
4068,server,0
4069,can,0
4070,obtain,0
4071,the,0
4072,actual,0
4073,current,0
4074,value,0
4075,of,0
4076,these,0
4077,attributes,0
4078,from,0
4079,the,0
4080,client,0
4081,holding,0
4082,the,0
4083,delegation,0
4084,by,0
4085,using,0
4086,the,0
4087,CB_GETATTR,0
4088,callback,0
4089,<NULL>.,0
4090,,0
4091,"Second,",0
4092,the,0
4093,"server,",0
4094,particularly,0
4095,when,0
4096,the,0
4097,delegated,0
4098,client,0
4099,is,0
4100,"unresponsive,",0
4101,can,0
4102,recall,0
4103,the,0
4104,delegation,0
4105,in,0
4106,question,0
4107,<NULL>.,0
4108,,0
4109,The,0
4110,GETATTR,0
4111,MUST,0
4112,NOT,0
4113,proceed,0
4114,until,0
4115,one,0
4116,of,0
4117,the,0
4118,following,0
4119,o,0
4120,,0
4121,The,0
4122,requested,0
4123,attribute,0
4124,values,0
4125,are,0
4126,returned,0
4127,in,0
4128,the,0
4129,response,0
4130,to,0
4131,,0
4132,,0
4133,,0
4134,CB_GETATTR,0
4135,o,0
4136,,0
4137,The,0
4138,OPEN_DELEGATE_WRITE,0
4139,delegation,0
4140,is,0
4141,returned,0
4142,o,0
4143,,0
4144,The,0
4145,OPEN_DELEGATE_WRITE,0
4146,delegation,0
4147,is,0
4148,revoked,0
4149,Unless,0
4150,one,0
4151,of,0
4152,the,0
4153,above,0
4154,happens,0
4155,very,0
4156,"quickly,",0
4157,one,0
4158,or,0
4159,more,0
4160,NFS4ERR_DELAY,0
4161,errors,0
4162,will,0
4163,be,0
4164,returned,0
4165,while,0
4166,a,0
4167,delegation,0
4168,is,0
4169,outstanding,0
4170,16.1.4.,0
4171,,0
4172,ACCESS,0
4173,determines,0
4174,the,0
4175,access,0
4176,rights,0
4177,that,0
4178,a,0
4179,"user,",0
4180,as,0
4181,identified,0
4182,by,0
4183,the,0
4184,credentials,0
4185,in,0
4186,the,0
4187,RPC,0
4188,"request,",0
4189,has,0
4190,with,0
4191,respect,0
4192,to,0
4193,the,0
4194,file,0
4195,system,0
4196,object,0
4197,specified,0
4198,by,0
4199,the,0
4200,current filehandle,Variable
4201,<NULL>.,0
4202,,0
4203,The,0
4204,client,0
4205,encodes,0
4206,the,0
4207,set,0
4208,of,0
4209,access,0
4210,rights,0
4211,that,0
4212,are,0
4213,to,0
4214,be,0
4215,checked,0
4216,in,0
4217,the,0
4218,bitmask,0
4219,"""access""",0
4220,<NULL>.,0
4221,The,0
4222,server,0
4223,checks,0
4224,the,0
4225,permissions,0
4226,encoded,0
4227,in,0
4228,the,0
4229,bitmask,0
4230,<NULL>.,0
4231,,0
4232,If,0
4233,status,Variable
4234,of,0
4235,NFS4_OK,Value
4236,is,0
4237,"returned,",0
4238,two,0
4239,bitmasks,0
4240,are,0
4241,included,0
4242,in,0
4243,the,0
4244,response,0
4245,<NULL>.,0
4246,,0
4247,The,0
4248,"first,",0
4249,"""supported"",",0
4250,represents,0
4251,the,0
4252,access,0
4253,rights,0
4254,for,0
4255,which,0
4256,the,0
4257,server,0
4258,can,0
4259,verify,0
4260,reliably,0
4261,<NULL>.,0
4262,,0
4263,The,0
4264,"second,",0
4265,"""access"",",0
4266,represents,0
4267,the,0
4268,access,0
4269,rights,0
4270,available,0
4271,to,0
4272,the,0
4273,user,0
4274,for,0
4275,the,0
4276,filehandle,0
4277,provided,0
4278,On,0
4279,success,Value
4280,,0
4281,the,0
4282,current filehandle,Variable
4283,retains,0
4284,its value,Variable
4285,<NULL>,Variable
4286,Note,0
4287,that,0
4288,the,0
4289,supported,0
4290,field,0
4291,will,0
4292,contain,0
4293,only,0
4294,as,0
4295,many,0
4296,values,0
4297,as,0
4298,were,0
4299,originally,0
4300,sent,0
4301,in,0
4302,the,0
4303,arguments,0
4304,<NULL>.,0
4305,,0
4306,For,0
4307,"example,",0
4308,if,0
4309,the,0
4310,client,0
4311,sends,0
4312,an,0
4313,ACCESS,0
4314,operation,0
4315,with,0
4316,only,0
4317,the,0
4318,ACCESS4_READ,0
4319,value,0
4320,set,0
4321,and,0
4322,the,0
4323,server,0
4324,supports,0
4325,this,0
4326,"value,",0
4327,the,0
4328,server,0
4329,will,0
4330,return,0
4331,only,0
4332,ACCESS4_READ,0
4333,even,0
4334,if,0
4335,it,0
4336,could,0
4337,have,0
4338,reliably,0
4339,checked,0
4340,other,0
4341,values,0
4342,The,0
4343,results,0
4344,of,0
4345,this,0
4346,operation,0
4347,are,0
4348,necessarily,0
4349,advisory,0
4350,in,0
4351,nature,0
4352,<NULL>.,0
4353,,0
4354,A,0
4355,return status,Variable
4356,of,0
4357,NFS4_OK,Value
4358,and,0
4359,the,0
4360,appropriate,0
4361,bit,0
4362,set,0
4363,in,0
4364,the,0
4365,bitmask,0
4366,do,0
4367,not,0
4368,imply,0
4369,that,0
4370,such,0
4371,access,0
4372,will,0
4373,be,0
4374,allowed,0
4375,to,0
4376,the,0
4377,file,0
4378,system,0
4379,object,0
4380,in,0
4381,the,0
4382,future,0
4383,<NULL>.,0
4384,,0
4385,This,0
4386,is,0
4387,because,0
4388,access,0
4389,rights,0
4390,can,0
4391,be,0
4392,revoked,0
4393,by,0
4394,the,0
4395,server,0
4396,at,0
4397,any,0
4398,time,0
4399,The,0
4400,following,0
4401,access,0
4402,permissions,0
4403,may,0
4404,be,0
4405,ACCESS4_READ:,0
4406,,0
4407,Read,0
4408,data,0
4409,from,0
4410,file,0
4411,or,0
4412,read,0
4413,a,0
4414,directory,0
4415,,0
4416,ACCESS4_LOOKUP:,0
4417,,0
4418,Look,0
4419,up,0
4420,a,0
4421,name,0
4422,in,0
4423,a,0
4424,directory,0
4425,(no,0
4426,meaning,0
4427,for,0
4428,non-directory,0
4429,objects),0
4430,<NULL>.,0
4431,ACCESS4_MODIFY:,0
4432,,0
4433,Rewrite,0
4434,existing,0
4435,file,0
4436,data,0
4437,or,0
4438,modify,0
4439,existing,0
4440,directory,0
4441,entries,0
4442,<NULL>.,0
4443,ACCESS4_EXTEND:,0
4444,,0
4445,Write,0
4446,new,0
4447,data,0
4448,or,0
4449,add,0
4450,directory,0
4451,entries,0
4452,ACCESS4_DELETE:,0
4453,,0
4454,Delete,0
4455,an,0
4456,existing,0
4457,directory,0
4458,entry,0
4459,<NULL>.,0
4460,ACCESS4_EXECUTE:,0
4461,,0
4462,Execute,0
4463,file,0
4464,(no,0
4465,meaning,0
4466,for,0
4467,a,0
4468,directory),0
4469,<NULL>.,0
4470,On,0
4471,success,Value
4472,,0
4473,the,0
4474,current filehandle,Variable
4475,retains,0
4476,its value,Variable
4477,<NULL>,Variable
4478,,0
4479,16.1.5.,0
4480,In,0
4481,"general,",0
4482,it,0
4483,is,0
4484,not,0
4485,sufficient,0
4486,for,0
4487,the,0
4488,client,0
4489,to,0
4490,attempt,0
4491,to,0
4492,deduce,0
4493,access,0
4494,permissions,0
4495,by,0
4496,inspecting,0
4497,the,0
4498,"uid,",0
4499,"gid,",0
4500,and,0
4501,mode,0
4502,fields,0
4503,in,0
4504,the,0
4505,file,0
4506,attributes,0
4507,or,0
4508,by,0
4509,attempting,0
4510,to,0
4511,interpret,0
4512,the,0
4513,contents,0
4514,of,0
4515,the,0
4516,ACL,0
4517,attribute,0
4518,<NULL>.,0
4519,,0
4520,This,0
4521,is,0
4522,because,0
4523,the,0
4524,server,0
4525,may,0
4526,perform,0
4527,uid,0
4528,or,0
4529,gid,0
4530,mapping,0
4531,or,0
4532,enforce,0
4533,additional,0
4534,access,0
4535,control,0
4536,restrictions,0
4537,<NULL>.,0
4538,,0
4539,It,0
4540,is,0
4541,also,0
4542,possible,0
4543,that,0
4544,the,0
4545,server,0
4546,may,0
4547,not,0
4548,be,0
4549,in,0
4550,the,0
4551,same,0
4552,ID,0
4553,space,0
4554,as,0
4555,the,0
4556,client,0
4557,<NULL>.,0
4558,,0
4559,In,0
4560,these,0
4561,cases,0
4562,(and,0
4563,perhaps,0
4564,"others),",0
4565,the,0
4566,client,0
4567,cannot,0
4568,reliably,0
4569,perform,0
4570,an,0
4571,access,0
4572,check,0
4573,with,0
4574,only,0
4575,current,0
4576,file,0
4577,attributes,0
4578,<NULL>.,0
4579,In,0
4580,the,0
4581,NFSv2,0
4582,"protocol,",0
4583,the,0
4584,only,0
4585,reliable,0
4586,way,0
4587,to,0
4588,determine,0
4589,whether,0
4590,an,0
4591,operation,0
4592,was,0
4593,allowed,0
4594,was,0
4595,to,0
4596,try,0
4597,it,0
4598,and,0
4599,see,0
4600,if,0
4601,it,0
4602,succeeded,0
4603,or,0
4604,failed,0
4605,<NULL>.,0
4606,,0
4607,Using,0
4608,the,0
4609,ACCESS,0
4610,operation,0
4611,in,0
4612,the,0
4613,NFSv4,0
4614,"protocol,",0
4615,the,0
4616,client,0
4617,can,0
4618,ask,0
4619,the,0
4620,server,0
4621,to,0
4622,indicate,0
4623,whether,0
4624,or,0
4625,not,0
4626,one,0
4627,or,0
4628,more,0
4629,classes,0
4630,of,0
4631,operations,0
4632,are,0
4633,permitted,0
4634,<NULL>.,0
4635,,0
4636,The,0
4637,ACCESS,0
4638,operation,0
4639,is,0
4640,provided,0
4641,to,0
4642,allow,0
4643,clients,0
4644,to,0
4645,check,0
4646,before,0
4647,doing,0
4648,a,0
4649,series,0
4650,of,0
4651,operations,0
4652,that,0
4653,might,0
4654,result,0
4655,in,0
4656,an,0
4657,access,0
4658,failure,0
4659,<NULL>.,0
4660,,0
4661,The,0
4662,OPEN,0
4663,operation,0
4664,provides,0
4665,a,0
4666,point,0
4667,where,0
4668,the,0
4669,server,0
4670,can,0
4671,verify,0
4672,access,0
4673,to,0
4674,the,0
4675,file,0
4676,object,0
4677,and,0
4678,the,0
4679,method,0
4680,to,0
4681,return,0
4682,that,0
4683,information,0
4684,to,0
4685,the,0
4686,client,0
4687,<NULL>.,0
4688,,0
4689,The,0
4690,ACCESS,0
4691,operation,0
4692,is,0
4693,still,0
4694,useful,0
4695,for,0
4696,directory,0
4697,operations,0
4698,or,0
4699,for,0
4700,use,0
4701,in,0
4702,the,0
4703,case,0
4704,where,0
4705,the,0
4706,UNIX,0
4707,API,0
4708,"""access""",0
4709,is,0
4710,used,0
4711,on,0
4712,the,0
4713,client,0
4714,<NULL>.,0
4715,The,0
4716,information,0
4717,returned,0
4718,by,0
4719,the,0
4720,server,0
4721,in,0
4722,response,0
4723,to,0
4724,an,0
4725,ACCESS,0
4726,call,0
4727,is,0
4728,not,0
4729,permanent,0
4730,<NULL>.,0
4731,,0
4732,It,0
4733,was,0
4734,correct,0
4735,at,0
4736,the,0
4737,exact,0
4738,time,0
4739,that,0
4740,the,0
4741,server,0
4742,performed,0
4743,the,0
4744,"checks,",0
4745,but,0
4746,not,0
4747,necessarily,0
4748,afterward,0
4749,<NULL>.,0
4750,,0
4751,The,0
4752,server,0
4753,can,0
4754,revoke,0
4755,access,0
4756,permission,0
4757,at,0
4758,any,0
4759,time,0
4760,<NULL>.,0
4761,The,0
4762,client,0
4763,should,0
4764,use,0
4765,the,0
4766,effective,0
4767,credentials,0
4768,of,0
4769,the,0
4770,user,0
4771,to,0
4772,build,0
4773,the,0
4774,authentication,0
4775,information,0
4776,in,0
4777,the,0
4778,ACCESS,0
4779,request,0
4780,used,0
4781,to,0
4782,determine,0
4783,access,0
4784,rights,0
4785,<NULL>.,0
4786,,0
4787,It,0
4788,is,0
4789,the,0
4790,effective,0
4791,user,0
4792,and,0
4793,group,0
4794,credentials,0
4795,that,0
4796,are,0
4797,used,0
4798,in,0
4799,subsequent,0
4800,READ,0
4801,and,0
4802,WRITE,0
4803,operations.,0
4804,Many,0
4805,implementations,0
4806,do,0
4807,not,0
4808,directly,0
4809,support,0
4810,the,0
4811,ACCESS4_DELETE,0
4812,permission,0
4813,<NULL>.,0
4814,,0
4815,Operating,0
4816,systems,0
4817,like,0
4818,UNIX,0
4819,will,0
4820,ignore,0
4821,the,0
4822,ACCESS4_DELETE,0
4823,bit,0
4824,if,0
4825,set,0
4826,on,0
4827,an,0
4828,access,0
4829,request,0
4830,on,0
4831,a,0
4832,non-directory,0
4833,object,0
4834,<NULL>.,0
4835,,0
4836,In,0
4837,these,0
4838,"systems,",0
4839,delete,0
4840,permission,0
4841,on,0
4842,a,0
4843,file,0
4844,is,0
4845,determined,0
4846,by,0
4847,the,0
4848,access,0
4849,permissions,0
4850,on,0
4851,the,0
4852,directory,0
4853,in,0
4854,which,0
4855,the,0
4856,file,0
4857,"resides,",0
4858,instead,0
4859,of,0
4860,being,0
4861,determined,0
4862,by,0
4863,the,0
4864,permissions,0
4865,of,0
4866,the,0
4867,file,0
4868,itself.,0
4869,"Therefore,",0
4870,the,0
4871,mask,0
4872,returned,0
4873,enumerating,0
4874,which,0
4875,access,0
4876,rights,0
4877,can,0
4878,be,0
4879,supported,0
4880,will,0
4881,have,0
4882,the,0
4883,ACCESS4_DELETE,0
4884,value,0
4885,set,0
4886,to,0
4887,0,0
4888,<NULL>.,0
4889,,0
4890,This,0
4891,indicates,0
4892,to,0
4893,the,0
4894,client,0
4895,that,0
4896,the,0
4897,server,0
4898,was,0
4899,unable,0
4900,to,0
4901,check,0
4902,that,0
4903,particular,0
4904,access,0
4905,right,0
4906,<NULL>.,0
4907,,0
4908,The,0
4909,ACCESS4_DELETE,0
4910,bit,0
4911,in,0
4912,the,0
4913,access,0
4914,mask,0
4915,returned,0
4916,will,0
4917,then,0
4918,be,0
4919,ignored,0
4920,by,0
4921,the,0
4922,client,0
4923,<NULL>.,0
4924,16.13.4.,0
4925,,0
4926,This,0
4927,operation,0
4928,performs,0
4929,a,0
4930,LOOKUP,0
4931,or,0
4932,finds,0
4933,a,0
4934,file,0
4935,system,0
4936,object,0
4937,using,0
4938,the,0
4939,directory,0
4940,specified,0
4941,by,0
4942,the,0
4943,current filehandle,Variable
4944,<NULL>.,0
4945,,0
4946,LOOKUP,0
4947,evaluates,0
4948,the,0
4949,component,0
4950,and,0
4951,if,0
4952,the,0
4953,object,0
4954,exists,0
4955,the,0
4956,current,0
4957,filehandle,0
4958,is,0
4959,replaced,0
4960,with,0
4961,the,0
4962,component's,0
4963,filehandle,0
4964,If,0
4965,the,0
4966,component,Variable
4967,cannot,0
4968,be,0
4969,evaluated,0
4970,because,0
4971,either,0
4972,it,0
4973,does,0
4974,not,0
4975,exist,0
4976,or,0
4977,the,0
4978,client,0
4979,does,0
4980,not,0
4981,have,0
4982,permission,0
4983,to,0
4984,evaluate,0
4985,"it,",0
4986,then,0
4987,an,0
4988,error,Value
4989,will,0
4990,be,0
4991,"returned,",0
4992,and,0
4993,the,0
4994,current filehandle,Variable
4995,will,0
4996,be,0
4997,unchanged,0
4998,<NULL>,Variable
4999,If,0
5000,the,0
5001,component,Variable
5002,is,0
5003,of,0
5004,zero length,Value
5005,,0
5006,NFS4ERR_INVAL,Value
5007,will,0
5008,be,0
5009,returned,0
5010,<NULL>,Variable
5011,,0
5012,The,0
5013,component,0
5014,is,0
5015,also,0
5016,subject,0
5017,to,0
5018,the,0
5019,normal,0
5020,"UTF-8,",0
5021,character,0
5022,"support,",0
5023,and,0
5024,name,0
5025,checks,0
5026,<NULL>.,0
5027,,0
5028,See,0
5029,Section,0
5030,12.7,0
5031,for,0
5032,further,0
5033,discussion,0
5034,16.13.5.,0
5035,,0
5036,If,0
5037,the,0
5038,client,0
5039,wants,0
5040,to,0
5041,achieve,0
5042,the,0
5043,effect,0
5044,of,0
5045,a,0
5046,multi-component,0
5047,"lookup,",0
5048,it,0
5049,may,0
5050,construct,0
5051,a,0
5052,COMPOUND,0
5053,request,0
5054,such,0
5055,as,0
5056,the,0
5057,following,0
5058,(and,0
5059,obtain,0
5060,each,0
5061,PUTFH,0
5062,,0
5063,(directory,0
5064,LOOKUP,0
5065,LOOKUP,0
5066,LOOKUP,0
5067,NFSv4,0
5068,servers,0
5069,depart,0
5070,from,0
5071,the,0
5072,semantics,0
5073,of,0
5074,previous,0
5075,NFS,0
5076,versions,0
5077,in,0
5078,allowing,0
5079,LOOKUP,0
5080,requests,0
5081,to,0
5082,cross,0
5083,mount,0
5084,points,0
5085,on,0
5086,the,0
5087,server,0
5088,<NULL>.,0
5089,,0
5090,The,0
5091,client,0
5092,can,0
5093,detect,0
5094,a,0
5095,mount,0
5096,point,0
5097,crossing,0
5098,by,0
5099,comparing,0
5100,the,0
5101,fsid,0
5102,attribute,0
5103,of,0
5104,the,0
5105,directory,0
5106,with,0
5107,the,0
5108,fsid,0
5109,attribute,0
5110,of,0
5111,the,0
5112,directory,0
5113,looked,0
5114,up,0
5115,<NULL>.,0
5116,,0
5117,If,0
5118,the,0
5119,fsids,0
5120,are,0
5121,"different,",0
5122,then,0
5123,the,0
5124,new,0
5125,directory,0
5126,is,0
5127,a,0
5128,server,0
5129,mount,0
5130,point,0
5131,<NULL>.,0
5132,,0
5133,UNIX,0
5134,clients,0
5135,that,0
5136,detect,0
5137,a,0
5138,mount,0
5139,point,0
5140,crossing,0
5141,will,0
5142,need,0
5143,to,0
5144,mount,0
5145,the,0
5146,server's,0
5147,file,0
5148,system,0
5149,<NULL>.,0
5150,,0
5151,This,0
5152,needs,0
5153,to,0
5154,be,0
5155,done,0
5156,to,0
5157,maintain,0
5158,the,0
5159,file,0
5160,object,0
5161,identity-checking,0
5162,mechanisms,0
5163,common,0
5164,to,0
5165,UNIX,0
5166,clients,0
5167,Servers,0
5168,that,0
5169,limit,0
5170,NFS,0
5171,access,0
5172,to,0
5173,"""shares""",0
5174,or,0
5175,"""exported""",0
5176,file,0
5177,systems,0
5178,should,0
5179,provide,0
5180,a,0
5181,pseudo-file,0
5182,system,0
5183,into,0
5184,which,0
5185,the,0
5186,exported,0
5187,file,0
5188,systems,0
5189,can,0
5190,be,0
5191,"integrated,",0
5192,so,0
5193,that,0
5194,clients,0
5195,can,0
5196,browse,0
5197,the,0
5198,server's,0
5199,namespace,0
5200,<NULL>.,0
5201,,0
5202,The,0
5203,clients',0
5204,view,0
5205,of,0
5206,a,0
5207,pseudo-file,0
5208,system,0
5209,will,0
5210,be,0
5211,limited,0
5212,to,0
5213,paths,0
5214,that,0
5215,lead,0
5216,to,0
5217,exported,0
5218,file,0
5219,systems,0
5220,Note:,0
5221,Previous,0
5222,versions,0
5223,of,0
5224,the,0
5225,protocol,0
5226,assigned,0
5227,special,0
5228,semantics,0
5229,to,0
5230,the,0
5231,names,0
5232,""".""",0
5233,and,0
5234,""".."".",0
5235,,0
5236,NFSv4,0
5237,assigns,0
5238,no,0
5239,special,0
5240,semantics,0
5241,to,0
5242,these,0
5243,names,0
5244,<NULL>.,0
5245,,0
5246,The,0
5247,LOOKUPP,0
5248,operator,0
5249,must,0
5250,be,0
5251,used,0
5252,to,0
5253,look,0
5254,up,0
5255,a,0
5256,parent,0
5257,directory,0
5258,Note,0
5259,that,0
5260,this,0
5261,operation,0
5262,does,0
5263,not,0
5264,follow,0
5265,symbolic,0
5266,links,0
5267,<NULL>.,0
5268,,0
5269,The,0
5270,client,0
5271,is,0
5272,responsible,0
5273,for,0
5274,all,0
5275,parsing,0
5276,of,0
5277,"filenames,",0
5278,including,0
5279,filenames,0
5280,that,0
5281,are,0
5282,modified,0
5283,by,0
5284,symbolic,0
5285,links,0
5286,encountered,0
5287,during,0
5288,the,0
5289,lookup,0
5290,process,0
5291,If,0
5292,the,0
5293,current filehandle,Variable
5294,supplied,0
5295,is,0
5296,not,0
5297,a,0
5298,directory,0
5299,but,0
5300,a,0
5301,symbolic link,Value
5302,,0
5303,NFS4ERR_SYMLINK,Value
5304,is,0
5305,returned,0
5306,as,0
5307,the,0
5308,error,0
5309,<NULL>,Variable
5310,,0
5311,,0
5312,For,0
5313,all,0
5314,other,0
5315,non-directory,0
5316,file,0
5317,"types,",0
5318,the,0
5319,error,0
5320,NFS4ERR_NOTDIR,Value
5321,is,0
5322,returned,0
5323,<NULL>,Variable
5324,16.2.4.,0
5325,The,0
5326,CLOSE,0
5327,operation,0
5328,releases,0
5329,share,0
5330,reservations,0
5331,for,0
5332,the,0
