,entity,tag,Sentence #
2876,LOCKU,0,93
2877,of,0,93
2878,locks,0,93
2879,held,0,93
2880,by,0,93
2881,that,0,93
2882,lock-owner,0,93
2883,specifying,0,93
2884,an,0,93
2885,exactly,0,93
2886,matching,0,93
2887,range,0,93
2888,and,0,93
2889,type,0,93
2890,<NULL>.,0,93
2891,Similarly,0,94
2892,when,0,94
2893,the,0,94
2894,client,0,94
2895,makes,0,94
2896,a,0,94
2897,lock,0,94
2898,request,0,94
2899,that,0,94
2900,amounts,0,94
2901,to,0,94
2902,upgrading,0,94
2903,changing,0,94
2904,from,0,94
2905,a,0,94
2906,read,0,94
2907,lock,0,94
2908,to,0,94
2909,a,0,94
2910,write,0,94
2911,lock,0,94
2912,or,0,94
2913,downgrading,0,94
2914,changing,0,94
2915,from,0,94
2916,a,0,94
2917,write,0,94
2918,lock,0,94
2919,to,0,94
2920,a,0,94
2921,read,0,94
2922,lock,0,94
2923,an,0,94
2924,existing,0,94
2925,record,0,94
2926,lock,0,94
2927,and,0,94
2928,the,0,94
2929,server,0,94
2930,does,0,94
2931,not,0,94
2932,support,0,94
2933,such,0,94
2934,a,0,94
2935,lock,0,94
2936,the,0,94
2937,server,0,94
2938,will,0,94
2939,return,0,94
2940,NFS4ERR_LOCK_NOTSUPP,0,94
2941,<NULL>.,0,94
2942,Such,0,95
2943,operations,0,95
2944,may,0,95
2945,not,0,95
2946,perfectly,0,95
2947,reflect,0,95
2948,the,0,95
2949,required,0,95
2950,semantics,0,95
2951,in,0,95
2952,the,0,95
2953,face,0,95
2954,of,0,95
2955,conflicting,0,95
2956,lock,0,95
2957,requests,0,95
2958,from,0,95
2959,other,0,95
2960,clients,0,95
2961,When,0,95
2962,a,0,95
2963,client,0,95
2964,holds,0,95
2965,an,0,95
2966,OPEN_DELEGATE_WRITE,0,95
2967,delegation,0,95
2968,the,0,95
2969,client,0,95
2970,holding,0,95
2971,that,0,95
2972,delegation,0,95
2973,is,0,95
2974,assured,0,95
2975,that,0,95
2976,there,0,95
2977,are,0,95
2978,no,0,95
2979,opens,0,95
2980,by,0,95
2981,other,0,95
2982,clients,0,95
2983,<NULL>.,0,95
2984,Thus,0,96
2985,there,0,96
2986,can,0,96
2987,be,0,96
2988,no,0,96
2989,conflicting,0,96
2990,LOCK,0,96
2991,operations,0,96
2992,from,0,96
2993,such,0,96
2994,clients,0,96
2995,<NULL>.,0,96
2996,Therefore,0,97
2997,the,0,97
2998,client,0,97
2999,may,0,97
3000,be,0,97
3001,handling,0,97
3002,locking,0,97
3003,requests,0,97
3004,locally,0,97
3005,without,0,97
3006,doing,0,97
3007,LOCK,0,97
3008,operations,0,97
3009,on,0,97
3010,the,0,97
3011,server,0,97
3012,<NULL>.,0,97
3013,If,0,98
3014,it,0,98
3015,does,0,98
3016,that,0,98
3017,it,0,98
3018,must,0,98
3019,be,0,98
3020,prepared,0,98
3021,to,0,98
3022,update,0,98
3023,the,0,98
3024,lock,0,98
3025,status,0,98
3026,on,0,98
3027,the,0,98
3028,server,0,98
3029,by,0,98
3030,sending,0,98
3031,appropriate,0,98
3032,LOCK,0,98
3033,and,0,98
3034,LOCKU,0,98
3035,operations,0,98
3036,before,0,98
3037,returning,0,98
3038,the,0,98
3039,delegation,0,98
3040,When,0,98
3041,one,0,98
3042,or,0,98
3043,more,0,98
3044,clients,0,98
3045,hold,0,98
3046,OPEN_DELEGATE_READ,0,98
3047,delegations,0,98
3048,any,0,98
3049,LOCK,0,98
3050,operation,0,98
3051,where,0,98
3052,the,0,98
3053,server,0,98
3054,is,0,98
3055,implementing,0,98
3056,mandatory,0,98
3057,locking,0,98
3058,semantics,0,98
3059,MUST,0,98
3060,result,0,98
3061,in,0,98
3062,the,0,98
3063,recall,0,98
3064,of,0,98
3065,all,0,98
3066,such,0,98
3067,delegations,0,98
3068,<NULL>.,0,98
3069,The,0,99
3070,LOCK,0,99
3071,operation,0,99
3072,may,0,99
3073,not,0,99
3074,be,0,99
3075,granted,0,99
3076,until,0,99
3077,all,0,99
3078,such,0,99
3079,delegations,0,99
3080,are,0,99
3081,returned,0,99
3082,or,0,99
3083,revoked,0,99
3084,<NULL>.,0,99
3085,Except,0,100
3086,where,0,100
3087,this,0,100
3088,happens,0,100
3089,very,0,100
3090,quickly,0,100
3091,one,0,100
3092,or,0,100
3093,more,0,100
3094,NFS4ERR_DELAY,0,100
3095,errors,0,100
3096,will,0,100
3097,be,0,100
3098,returned,0,100
3099,to,0,100
3100,requests,0,100
3101,made,0,100
3102,while,0,100
3103,the,0,100
3104,delegation,0,100
3105,remains,0,100
3106,outstanding,0,100
3107,The,0,100
3108,locker,0,100
3109,argument,0,100
3110,specifies,0,100
3111,the,0,100
3112,lock-owner,0,100
3113,that,0,100
3114,is,0,100
3115,associated,0,100
3116,with,0,100
3117,the,0,100
3118,LOCK,0,100
3119,request,0,100
3120,<NULL>.,0,100
3121,The,0,101
3122,locker4,0,101
3123,structure,0,101
3124,is,0,101
3125,a,0,101
3126,switched,0,101
3127,union,0,101
3128,that,0,101
3129,indicates,0,101
3130,whether,0,101
3131,the,0,101
3132,client,0,101
3133,has,0,101
3134,already,0,101
3135,created,0,101
3136,byte-range,0,101
3137,locking,0,101
3138,state,0,101
3139,associated,0,101
3140,with,0,101
3141,the,0,101
3142,current,0,101
3143,open,0,101
3144,file,0,101
3145,and,0,101
3146,lock-owner,0,101
3147,<NULL>.,0,101
3148,There,0,102
3149,are,0,102
3150,multiple,0,102
3151,cases,0,102
3152,to,0,102
3153,be,0,102
3154,considered,0,102
3155,corresponding,0,102
3156,to,0,102
3157,possible,0,102
3158,combinations,0,102
3159,of,0,102
3160,whether,0,102
3161,locking,0,102
3162,state,0,102
3163,has,0,102
3164,been,0,102
3165,created,0,102
3166,for,0,102
3167,the,0,102
3168,current,0,102
3169,open,0,102
3170,file,0,102
3171,and,0,102
3172,lock-owner,0,102
3173,and,0,102
3174,whether,0,102
3175,the,0,102
3176,boolean,0,102
3177,new_lock_owner,0,102
3178,is,0,102
3179,set,0,102
3180,<NULL>.,0,102
3181,In,0,103
3182,all,0,103
3183,of,0,103
3184,the,0,103
3185,cases,0,103
3186,there,0,103
3187,is,0,103
3188,a,0,103
3189,lock_seqid,0,103
3190,specified,0,103
3191,whether,0,103
3192,the,0,103
3193,lock-owner,0,103
3194,is,0,103
3195,specified,0,103
3196,explicitly,0,103
3197,or,0,103
3198,implicitly,0,103
3199,<NULL>.,0,103
3200,This,0,104
3201,seqid,0,104
3202,value,0,104
3203,is,0,104
3204,used,0,104
3205,for,0,104
3206,checking,0,104
3207,lock-owner,0,104
3208,sequencing/replay,0,104
3209,issues,0,104
3210,<NULL>.,0,104
3211,When,0,105
3212,the,0,105
3213,given,0,105
3214,lock-owner,0,105
3215,is,0,105
3216,not,0,105
3217,known,0,105
3218,to,0,105
3219,the,0,105
3220,server,0,105
3221,this,0,105
3222,establishes,0,105
3223,an,0,105
3224,initial,0,105
3225,sequence,0,105
3226,value,0,105
3227,for,0,105
3228,the,0,105
3229,new,0,105
3230,lock-owner,0,105
3231,o,0,105
3232,In,0,105
3233,the,0,105
3234,case,0,105
3235,in,0,105
3236,which,0,105
3237,the,0,105
3238,state,0,105
3239,has,0,105
3240,been,0,105
3241,created,0,105
3242,and,0,105
3243,the,0,105
3244,boolean,0,105
3245,is,0,105
3246,false,0,105
3247,the,0,105
3248,only,0,105
3249,part,0,105
3250,of,0,105
3251,the,0,105
3252,argument,0,105
3253,other,0,105
3254,than,0,105
3255,lock_seqid,0,105
3256,is,0,105
3257,just,0,105
3258,a,0,105
3259,stateid,0,105
3260,representing,0,105
3261,the,0,105
3262,set,0,105
3263,of,0,105
3264,locks,0,105
3265,associated,0,105
3266,with,0,105
3267,that,0,105
3268,open,0,105
3269,file,0,105
3270,and,0,105
3271,lock-owner,0,105
3272,o,0,105
3273,In,0,105
3274,the,0,105
3275,case,0,105
3276,in,0,105
3277,which,0,105
3278,the,0,105
3279,state,0,105
3280,has,0,105
3281,been,0,105
3282,created,0,105
3283,and,0,105
3284,the,0,105
3285,boolean,0,105
3286,is,0,105
3287,true,0,105
3288,the,0,105
3289,server,0,105
3290,rejects,0,105
3291,the,0,105
3292,request,0,105
3293,with,0,105
3294,the,0,105
3295,error,0,105
3296,NFS4ERR_BAD_SEQID,0,105
3297,<NULL>.,0,105
3298,The,0,106
3299,only,0,106
3300,exception,0,106
3301,is,0,106
3302,where,0,106
3303,there,0,106
3304,is,0,106
3305,a,0,106
3306,retransmission,0,106
3307,of,0,106
3308,a,0,106
3309,previous,0,106
3310,request,0,106
3311,in,0,106
3312,which,0,106
3313,the,0,106
3314,boolean,0,106
3315,was,0,106
3316,true,0,106
3317,<NULL>.,0,106
3318,In,0,107
3319,this,0,107
3320,case,0,107
3321,the,0,107
3322,lock_seqid,0,107
3323,will,0,107
3324,match,0,107
3325,the,0,107
3326,original,0,107
3327,request,0,107
3328,and,0,107
3329,the,0,107
3330,response,0,107
3331,will,0,107
3332,reflect,0,107
3333,the,0,107
3334,final,0,107
3335,case,0,107
3336,below,0,107
3337,o,0,107
3338,In,0,107
3339,the,0,107
3340,case,0,107
3341,where,0,107
3342,no,0,107
3343,byte-range,0,107
3344,locking,0,107
3345,state,0,107
3346,has,0,107
3347,been,0,107
3348,established,0,107
3349,and,0,107
3350,the,0,107
3351,boolean,0,107
3352,is,0,107
3353,true,0,107
3354,the,0,107
3355,argument,0,107
3356,contains,0,107
3357,an,0,107
3358,open_to_lock_owner,0,107
3359,structure,0,107
3360,that,0,107
3361,specifies,0,107
3362,the,0,107
3363,stateid,0,107
3364,of,0,107
3365,the,0,107
3366,open,0,107
3367,file,0,107
3368,and,0,107
3369,the,0,107
3370,lock-owner,0,107
3371,to,0,107
3372,be,0,107
3373,used,0,107
3374,for,0,107
3375,the,0,107
3376,lock,0,107
3377,<NULL>.,0,107
3378,Note,0,108
3379,that,0,108
3380,although,0,108
3381,the,0,108
3382,open-owner,0,108
3383,is,0,108
3384,not,0,108
3385,given,0,108
3386,explicitly,0,108
3387,the,0,108
3388,open_seqid,0,108
3389,associated,0,108
3390,with,0,108
3391,it,0,108
3392,is,0,108
3393,used,0,108
3394,to,0,108
3395,check,0,108
3396,for,0,108
3397,open-owner,0,108
3398,sequencing,0,108
3399,issues,0,108
3400,<NULL>.,0,108
3401,This,0,109
3402,case,0,109
3403,provides,0,109
3404,a,0,109
3405,method,0,109
3406,to,0,109
3407,use,0,109
3408,the,0,109
3409,established,0,109
3410,state,0,109
3411,of,0,109
3412,the,0,109
3413,open_stateid,0,109
3414,to,0,109
3415,transition,0,109
3416,to,0,109
3417,the,0,109
3418,use,0,109
3419,of,0,109
3420,a,0,109
3421,lock,0,109
3422,stateid,0,109
3423,16.15.4.,0,109
3424,This,0,109
3425,operation,0,109
3426,is,0,109
3427,used,0,109
3428,to,0,109
3429,prefix,0,109
3430,a,0,109
3431,sequence,0,109
3432,of,0,109
3433,operations,0,109
3434,to,0,109
3435,be,0,109
3436,performed,0,109
3437,if,0,109
3438,one,0,109
3439,or,0,109
3440,more,0,109
3441,attributes,0,109
3442,have,0,109
3443,changed,0,109
3444,on,0,109
3445,some,0,109
3446,file,0,109
3447,system,0,109
3448,object,0,109
3449,<NULL>.,0,109
3450,If,0,110
3451,all,0,110
3452,the,0,110
3453,attributes,Variable,110
3454,match,0,110
3455,then,0,110
3456,the,0,110
3457,error,0,110
3458,NFS4ERR_SAME,Value,110
3459,must,0,110
3460,be,0,110
3461,returned,0,110
3462,<NULL>,Value,110
3463,On,0,111
3464,success,Value,111
3465,the,0,111
3466,current,Variable,111
3467,filehandle,Variable,111
3468,retains,0,111
3469,its,0,111
3470,value,Variable,111
3471,<NULL>,Variable,111
3472,16.15.5.,0,112
3473,This,0,112
3474,operation,0,112
3475,is,0,112
3476,useful,0,112
3477,as,0,112
3478,a,0,112
3479,cache,0,112
3480,validation,0,112
3481,operator,0,112
3482,<NULL>.,0,112
3483,If,0,113
3484,the,0,113
3485,object,0,113
3486,to,0,113
3487,which,0,113
3488,the,0,113
3489,attributes,0,113
3490,belong,0,113
3491,has,0,113
3492,changed,0,113
3493,then,0,113
3494,the,0,113
3495,following,0,113
3496,operations,0,113
3497,may,0,113
3498,obtain,0,113
3499,new,0,113
3500,data,0,113
3501,associated,0,113
3502,with,0,113
3503,that,0,113
3504,object,0,113
3505,--,0,113
3506,for,0,113
3507,instance,0,113
3508,to,0,113
3509,check,0,113
3510,if,0,113
3511,a,0,113
3512,file,0,113
3513,has,0,113
3514,been,0,113
3515,changed,0,113
3516,and,0,113
3517,obtain,0,113
3518,new,0,113
3519,data,0,113
3520,if,0,113
3521,it,0,113
3522,PUTFH,0,113
3523,LOOKUP,0,113
3524,NVERIFY,0,113
3525,attrbits,0,113
3526,READ,0,113
3527,0,0,113
3528,In,0,113
3529,the,0,113
3530,case,0,113
3531,that,0,113
3532,a,0,113
3533,RECOMMENDED,0,113
3534,attribute,0,113
3535,is,0,113
3536,specified,0,113
3537,in,0,113
3538,the,0,113
3539,NVERIFY,0,113
3540,operation,0,113
3541,and,0,113
3542,the,0,113
3543,server,0,113
3544,does,0,113
3545,not,0,113
3546,support,0,113
3547,that,0,113
3548,attribute,Variable,113
3549,for,0,113
3550,the,0,113
3551,file,0,113
3552,system,0,113
3553,object,0,113
3554,the,0,113
3555,error,0,113
3556,NFS4ERR_ATTRNOTSUPP,Value,113
3557,is,0,113
3558,returned,0,113
3559,to,0,113
3560,the,0,113
3561,client,0,113
3562,<NULL>,Variable,113
3563,When,0,114
3564,the,0,114
3565,attribute,0,114
3566,rdattr_error,0,114
3567,or,0,114
3568,any,0,114
3569,write-only,0,114
3570,attribute,0,114
3571,e.g.,0,114
3572,time_modify_set,0,114
3573,is,0,114
3574,specified,0,114
3575,the,0,114
3576,error,0,114
3577,NFS4ERR_INVAL,Value,114
3578,is,0,114
3579,returned,0,114
3580,to,0,114
3581,the,0,114
3582,client,0,114
3583,<NULL>,Variable,114
3584,16.14.4.,0,115
3585,The,0,115
3586,current,Variable,115
3587,filehandle,Variable,115
3588,is,0,115
3589,assumed,0,115
3590,to,0,115
3591,refer,0,115
3592,to,0,115
3593,a,0,115
3594,regular,0,115
3595,directory,0,115
3596,or,0,115
3597,a,0,115
3598,named,0,115
3599,attribute,0,115
3600,directory,0,115
3601,<NULL>.,0,115
3602,LOOKUPP,0,116
3603,assigns,0,116
3604,the,0,116
3605,filehandle,Value,116
3606,for,Value,116
3607,its,Value,116
3608,parent,Value,116
3609,directory,Value,116
3610,to,0,116
3611,be,0,116
3612,the,0,116
3613,current,Variable,116
3614,filehandle,Variable,116
3615,<NULL>.,0,116
3616,If,0,117
3617,there,0,117
3618,is,0,117
3619,no,0,117
3620,parent,Value,117
3621,directory,Value,117
3622,an,0,117
3623,NFS4ERR_NOENT,Value,117
3624,error,0,117
3625,must,0,117
3626,be,0,117
3627,returned,0,117
3628,<NULL>,Variable,117
3629,Therefore,0,118
3630,NFS4ERR_NOENT,Value,118
3631,will,0,118
3632,be,0,118
3633,returned,0,118
3634,by,0,118
3635,the,0,118
3636,server,0,118
3637,when,0,118
3638,the,0,118
3639,current,Variable,118
3640,filehandle,Variable,118
3641,is,0,118
3642,at,Value,118
3643,the,Value,118
3644,root,Value,118
3645,or,Value,118
3646,top,Value,118
3647,of,Value,118
3648,the,Value,118
3649,server's,Value,118
3650,file,Value,118
3651,tree,Value,118
3652,<NULL>,Variable,118
3653,16.14.5.,0,119
3654,As,0,119
3655,for,0,119
3656,LOOKUP,0,119
3657,LOOKUPP,0,119
3658,will,0,119
3659,also,0,119
3660,cross,0,119
3661,mount,0,119
3662,points,0,119
3663,If,0,119
3664,the,0,119
3665,current,Variable,119
3666,filehandle,Variable,119
3667,is,0,119
3668,not,Value,119
3669,a,Value,119
3670,directory,Value,119
3671,or,0,119
3672,named,Value,119
3673,attribute,Value,119
3674,directory,Value,119
3675,the,0,119
3676,error,0,119
3677,NFS4ERR_NOTDIR,Value,119
3678,is,0,119
3679,returned,0,119
3680,<NULL>,Variable,119
3681,If,0,120
3682,the,0,120
3683,current,Variable,120
3684,filehandle,Variable,120
3685,is,0,120
3686,a,0,120
3687,named,0,120
3688,attribute,0,120
3689,directory,0,120
3690,that,0,120
3691,is,0,120
3692,associated,0,120
3693,with,0,120
3694,a,0,120
3695,file,0,120
3696,system,0,120
3697,object,0,120
3698,via,0,120
3699,OPENATTR,0,120
3700,i.e.,0,120
3701,not,0,120
3702,a,0,120
3703,subdirectory,0,120
3704,of,0,120
3705,a,0,120
3706,named,0,120
3707,attribute,0,120
3708,directory,0,120
3709,LOOKUPP,0,120
3710,SHOULD,0,120
3711,return,0,120
3712,the,0,120
3713,filehandle,Value,120
3714,of,Value,120
3715,the,Value,120
3716,associated,Value,120
3717,file,Value,120
3718,system,Value,120
3719,objec,Value,120
3720,<NULL>,Variable,120
3721,16.7.4.,0,121
3722,The,0,121
3723,GETATTR,0,121
3724,operation,0,121
3725,will,0,121
3726,obtain,0,121
3727,attributes,0,121
3728,for,0,121
3729,the,0,121
3730,file,0,121
3731,system,0,121
3732,object,0,121
3733,specified,0,121
3734,by,0,121
3735,the,0,121
3736,current,Variable,121
3737,filehandle,Variable,121
3738,<NULL>.,0,121
3739,The,0,122
3740,client,0,122
3741,sets,0,122
3742,a,0,122
3743,bit,0,122
3744,in,0,122
3745,the,0,122
3746,bitmap,0,122
3747,argument,0,122
3748,for,0,122
3749,each,0,122
3750,attribute,0,122
3751,value,0,122
3752,that,0,122
3753,it,0,122
3754,would,0,122
3755,like,0,122
3756,the,0,122
3757,server,0,122
3758,to,0,122
3759,return,0,122
3760,<NULL>.,0,122
3761,The,0,123
3762,server,0,123
3763,returns,0,123
3764,an,0,123
3765,attribute,Variable,123
3766,bitmap,Variable,123
3767,that,0,123
3768,indicates,0,123
3769,the,0,123
3770,attribute,0,123
3771,values,0,123
3772,for,0,123
3773,which,0,123
3774,it,0,123
3775,was,0,123
3776,able,0,123
3777,to,0,123
3778,return,0,123
3779,values,0,123
3780,followed,0,123
3781,by,0,123
3782,the,0,123
3783,attribute,Variable,123
3784,values,Variable,123
3785,ordered,0,123
3786,lowest,0,123
3787,attribute,0,123
3788,number,0,123
3789,first,0,123
3790,The,0,123
3791,server,0,123
3792,MUST,0,123
3793,return,0,123
3794,a,0,123
3795,value,Variable,123
3796,for,0,123
3797,each,0,123
3798,attribute,Variable,123
3799,that,0,123
3800,the,0,123
3801,client,0,123
3802,requests,0,123
3803,if,0,123
3804,the,0,123
3805,attribute,Variable,123
3806,is,0,123
3807,supported,0,123
3808,by,0,123
3809,the,0,123
3810,server,0,123
3811,<NULL>.,0,123
3812,If,0,124
3813,the,0,124
3814,server,0,124
3815,does,0,124
3816,not,0,124
3817,support,0,124
3818,an,0,124
3819,attribute,Variable,124
3820,or,0,124
3821,cannot,0,124
3822,approximate,0,124
3823,a,0,124
3824,useful,0,124
3825,value,Variable,124
3826,then,0,124
3827,it,0,124
3828,MUST,0,124
3829,NOT,0,124
3830,return,0,124
3831,the,0,124
3832,attribute,Variable,124
3833,value,Variable,124
3834,and,0,124
3835,MUST,0,124
3836,NOT,0,124
3837,set,0,124
3838,the,0,124
3839,attribute,Variable,124
3840,bit,Variable,124
3841,in,0,124
3842,the,0,124
3843,result,Variable,124
3844,bitmap,Variable,124
3845,<NULL>,Variable,124
3846,The,0,125
3847,server,0,125
3848,MUST,0,125
3849,return,0,125
3850,an,0,125
3851,error,Value,125
3852,if,0,125
3853,it,0,125
3854,supports,0,125
3855,an,0,125
3856,attribute,Variable,125
3857,on,0,125
3858,the,0,125
3859,target,0,125
3860,but,0,125
3861,cannot,0,125
3862,obtain,0,125
3863,its,0,125
3864,value,Variable,125
3865,<NULL>,Variable,125
3866,In,0,126
3867,that,0,126
3868,case,0,126
3869,no,0,126
3870,attribute,Variable,126
3871,values,Variable,126
3872,will,0,126
3873,be,0,126
3874,returned,0,126
3875,File,0,126
3876,systems,0,126
3877,that,0,126
3878,are,0,126
3879,absent,0,126
3880,should,0,126
3881,be,0,126
3882,treated,0,126
3883,as,0,126
3884,having,0,126
3885,support,0,126
3886,for,0,126
3887,a,0,126
3888,very,0,126
3889,small,0,126
3890,set,0,126
3891,of,0,126
3892,attributes,0,126
3893,as,0,126
3894,described,0,126
3895,in,0,126
3896,Section,0,126
3897,8.3.1,0,126
3898,--,0,126
3899,even,0,126
3900,if,0,126
3901,previously,0,126
3902,when,0,126
3903,the,0,126
3904,file,0,126
3905,system,0,126
3906,was,0,126
3907,present,0,126
3908,more,0,126
3909,attributes,0,126
3910,were,0,126
3911,supported,0,126
3912,All,0,126
3913,servers,0,126
3914,MUST,0,126
3915,support,0,126
3916,the,0,126
3917,REQUIRED,0,126
3918,attributes,0,126
3919,as,0,126
3920,specified,0,126
3921,in,0,126
3922,Section,0,126
3923,5,0,126
3924,for,0,126
3925,all,0,126
3926,file,0,126
3927,systems,0,126
3928,with,0,126
3929,the,0,126
3930,exception,0,126
3931,of,0,126
3932,absent,0,126
3933,file,0,126
3934,systems,0,126
3935,On,0,126
3936,success,Value,126
3937,the,0,126
3938,current,Variable,126
3939,filehandle,Variable,126
3940,retains,0,126
3941,its,0,126
3942,value,Variable,126
3943,<NULL>,Variable,126
3944,16.7.5.,0,127
3945,Suppose,0,127
3946,there,0,127
3947,is,0,127
3948,an,0,127
3949,OPEN_DELEGATE_WRITE,0,127
3950,delegation,0,127
3951,held,0,127
3952,by,0,127
3953,another,0,127
3954,client,0,127
3955,for,0,127
3956,the,0,127
3957,file,0,127
3958,in,0,127
3959,question,0,127
3960,and,0,127
3961,size,0,127
3962,and/or,0,127
3963,change,0,127
3964,are,0,127
3965,among,0,127
3966,the,0,127
3967,set,0,127
3968,of,0,127
3969,attributes,0,127
3970,being,0,127
3971,interrogated,0,127
3972,<NULL>.,0,127
3973,The,0,128
3974,server,0,128
3975,has,0,128
3976,two,0,128
3977,choices,0,128
3978,<NULL>.,0,128
3979,First,0,129
3980,the,0,129
3981,server,0,129
3982,can,0,129
3983,obtain,0,129
3984,the,0,129
3985,actual,0,129
3986,current,0,129
3987,value,0,129
3988,of,0,129
3989,these,0,129
3990,attributes,0,129
3991,from,0,129
3992,the,0,129
3993,client,0,129
3994,holding,0,129
3995,the,0,129
3996,delegation,0,129
3997,by,0,129
3998,using,0,129
3999,the,0,129
4000,CB_GETATTR,0,129
4001,callback,0,129
4002,<NULL>.,0,129
4003,Second,0,130
4004,the,0,130
4005,server,0,130
4006,particularly,0,130
4007,when,0,130
4008,the,0,130
4009,delegated,0,130
4010,client,0,130
4011,is,0,130
4012,unresponsive,0,130
4013,can,0,130
4014,recall,0,130
4015,the,0,130
4016,delegation,0,130
4017,in,0,130
4018,question,0,130
4019,<NULL>.,0,130
4020,The,0,131
4021,GETATTR,0,131
4022,MUST,0,131
4023,NOT,0,131
4024,proceed,0,131
4025,until,0,131
4026,one,0,131
4027,of,0,131
4028,the,0,131
4029,following,0,131
4030,o,0,131
4031,The,0,131
4032,requested,0,131
4033,attribute,0,131
4034,values,0,131
4035,are,0,131
4036,returned,0,131
4037,in,0,131
4038,the,0,131
4039,response,0,131
4040,to,0,131
4041,CB_GETATTR,0,131
4042,o,0,131
4043,The,0,131
4044,OPEN_DELEGATE_WRITE,0,131
4045,delegation,0,131
4046,is,0,131
4047,returned,0,131
4048,o,0,131
4049,The,0,131
4050,OPEN_DELEGATE_WRITE,0,131
4051,delegation,0,131
4052,is,0,131
4053,revoked,0,131
4054,Unless,0,131
4055,one,0,131
4056,of,0,131
4057,the,0,131
4058,above,0,131
4059,happens,0,131
4060,very,0,131
4061,quickly,0,131
4062,one,0,131
4063,or,0,131
4064,more,0,131
4065,NFS4ERR_DELAY,0,131
4066,errors,0,131
4067,will,0,131
4068,be,0,131
4069,returned,0,131
4070,while,0,131
4071,a,0,131
4072,delegation,0,131
4073,is,0,131
4074,outstanding,0,131
4075,16.1.4.,0,131
4076,ACCESS,0,131
4077,determines,0,131
4078,the,0,131
4079,access,0,131
4080,rights,0,131
4081,that,0,131
4082,a,0,131
4083,user,0,131
4084,as,0,131
4085,identified,0,131
4086,by,0,131
4087,the,0,131
4088,credentials,0,131
4089,in,0,131
4090,the,0,131
4091,RPC,0,131
4092,request,0,131
4093,has,0,131
4094,with,0,131
4095,respect,0,131
4096,to,0,131
4097,the,0,131
4098,file,0,131
4099,system,0,131
4100,object,0,131
4101,specified,0,131
4102,by,0,131
4103,the,0,131
4104,current,Variable,131
4105,filehandle,Variable,131
4106,<NULL>.,0,131
4107,The,0,132
4108,client,0,132
4109,encodes,0,132
4110,the,0,132
4111,set,0,132
4112,of,0,132
4113,access,0,132
4114,rights,0,132
4115,that,0,132
4116,are,0,132
4117,to,0,132
4118,be,0,132
4119,checked,0,132
4120,in,0,132
4121,the,0,132
4122,bitmask,0,132
4123,"""access""",0,132
4124,<NULL>.,0,132
4125,The,0,133
4126,server,0,133
4127,checks,0,133
4128,the,0,133
4129,permissions,0,133
4130,encoded,0,133
4131,in,0,133
4132,the,0,133
4133,bitmask,0,133
4134,<NULL>.,0,133
4135,If,0,134
4136,status,Variable,134
4137,of,0,134
4138,NFS4_OK,Value,134
4139,is,0,134
4140,returned,0,134
4141,two,0,134
4142,bitmasks,0,134
4143,are,0,134
4144,included,0,134
4145,in,0,134
4146,the,0,134
4147,response,0,134
4148,<NULL>.,0,134
4149,The,0,135
4150,first,0,135
4151,"""supported""",0,135
4152,represents,0,135
4153,the,0,135
4154,access,0,135
4155,rights,0,135
4156,for,0,135
4157,which,0,135
4158,the,0,135
4159,server,0,135
4160,can,0,135
4161,verify,0,135
4162,reliably,0,135
4163,<NULL>.,0,135
4164,The,0,136
4165,second,0,136
4166,"""access""",0,136
4167,represents,0,136
4168,the,0,136
4169,access,0,136
4170,rights,0,136
4171,available,0,136
4172,to,0,136
4173,the,0,136
4174,user,0,136
4175,for,0,136
4176,the,0,136
4177,filehandle,0,136
4178,provided,0,136
4179,On,0,136
4180,success,Value,136
4181,the,0,136
4182,current,Variable,136
4183,filehandle,Variable,136
4184,retains,0,136
4185,its,Variable,136
4186,value,Variable,136
4187,<NULL>,Variable,136
4188,Note,0,137
4189,that,0,137
4190,the,0,137
4191,supported,0,137
4192,field,0,137
4193,will,0,137
4194,contain,0,137
4195,only,0,137
4196,as,0,137
4197,many,0,137
4198,values,0,137
4199,as,0,137
4200,were,0,137
4201,originally,0,137
4202,sent,0,137
4203,in,0,137
4204,the,0,137
4205,arguments,0,137
4206,<NULL>.,0,137
4207,For,0,138
4208,example,0,138
4209,if,0,138
4210,the,0,138
4211,client,0,138
4212,sends,0,138
4213,an,0,138
4214,ACCESS,0,138
4215,operation,0,138
4216,with,0,138
4217,only,0,138
4218,the,0,138
4219,ACCESS4_READ,0,138
4220,value,0,138
4221,set,0,138
4222,and,0,138
4223,the,0,138
4224,server,0,138
4225,supports,0,138
4226,this,0,138
4227,value,0,138
4228,the,0,138
4229,server,0,138
4230,will,0,138
4231,return,0,138
4232,only,0,138
4233,ACCESS4_READ,0,138
4234,even,0,138
4235,if,0,138
4236,it,0,138
4237,could,0,138
4238,have,0,138
4239,reliably,0,138
4240,checked,0,138
4241,other,0,138
4242,values,0,138
4243,The,0,138
4244,results,0,138
4245,of,0,138
4246,this,0,138
4247,operation,0,138
4248,are,0,138
4249,necessarily,0,138
4250,advisory,0,138
4251,in,0,138
4252,nature,0,138
4253,<NULL>.,0,138
4254,A,0,139
4255,return,Variable,139
4256,status,Variable,139
4257,of,0,139
4258,NFS4_OK,Value,139
4259,and,0,139
4260,the,0,139
4261,appropriate,0,139
4262,bit,0,139
4263,set,0,139
4264,in,0,139
4265,the,0,139
4266,bitmask,0,139
4267,do,0,139
