,entity,tag,Sentence #,POS
2176,does,0,0,VBZ
2177,not,0,0,RB
2178,impose,0,0,VB
2179,any,0,0,DT
2180,requirement,0,0,NN
2181,that,0,0,IN
2182,READs,0,0,NN
2183,and,0,0,CC
2184,WRITEs,0,0,NN
2185,issued,0,0,VBN
2186,for,0,0,IN
2187,an,0,0,DT
2188,open,0,0,JJ
2189,file,0,0,NN
2190,have,0,0,VB
2191,the,0,0,DT
2192,same,0,0,JJ
2193,credentials,0,0,NNS
2194,as,0,0,IN
2195,the,0,0,DT
2196,OPEN,0,0,JJ
2197,itself,0,0,PRP
2198,the,0,0,DT
2199,server,0,0,NN
2200,still,0,0,RB
2201,must,0,0,MD
2202,do,0,0,VB
2203,appropriate,0,0,NN
2204,access,0,0,NN
2205,checking,0,0,VBG
2206,on,0,0,IN
2207,the,0,0,DT
2208,READs,0,0,NN
2209,and,0,0,CC
2210,WRITEs,0,0,NN
2211,themselves,0,0,PRP
2212,If,0,0,IN
2213,the,0,0,DT
2214,component,0,0,NN
2215,provided,0,0,VBN
2216,to,0,0,TO
2217,OPEN,0,0,JJ
2218,resolves,0,0,NNS
2219,to,0,0,TO
2220,something,0,0,NN
2221,other,0,0,JJ
2222,than,0,0,IN
2223,a,0,0,DT
2224,regular,0,0,JJ
2225,file,0,0,NN
2226,or,0,0,CC
2227,a,0,0,DT
2228,named,0,0,VBN
2229,attribute,0,0,NN
2230,an,0,0,DT
2231,error,0,0,NN
2232,will,0,0,MD
2233,be,0,0,VB
2234,returned,0,0,VBN
2235,to,0,0,TO
2236,the,0,0,DT
2237,client,0,0,NN
2238,NULL.,0,0,NNP
2239,If,0,0,IN
2240,it,0,0,PRP
2241,is,0,0,VBZ
2242,a,0,0,DT
2243,directory,0,0,NN
2244,NFS4ERR_ISDIR,0,0,NN
2245,is,0,0,VBZ
2246,returned;,0,0,VBN
2247,otherwise,0,0,RB
2248,NFS4ERR_SYMLINK,0,0,NN
2249,is,0,0,VBZ
2250,returned,0,0,VBN
2251,NULL.,0,0,NNP
2252,Note,0,0,NN
2253,that,0,0,IN
2254,NFS4ERR_SYMLINK,0,0,NN
2255,is,0,0,VBZ
2256,returned,0,0,VBN
2257,for,0,0,IN
2258,both,0,0,DT
2259,symlinks,0,0,NNS
2260,and,0,0,CC
2261,for,0,0,IN
2262,special,0,0,JJ
2263,files,0,0,NNS
2264,of,0,0,IN
2265,other,0,0,JJ
2266,types;,0,0,NNS
2267,NFS4ERR_INVAL,0,0,NN
2268,would,0,0,MD
2269,be,0,0,VB
2270,inappropriate,0,0,NN
2271,since,0,0,IN
2272,the,0,0,DT
2273,arguments,0,0,NNS
2274,provided,0,0,VBN
2275,by,0,0,IN
2276,the,0,0,DT
2277,client,0,0,NN
2278,were,0,0,VBD
2279,correct,0,0,NN
2280,and,0,0,CC
2281,the,0,0,DT
2282,client,0,0,NN
2283,cannot,0,0,MD
2284,necessarily,0,0,RB
2285,know,0,0,VB
2286,at,0,0,IN
2287,the,0,0,DT
2288,time,0,0,NN
2289,it,0,0,PRP
2290,sent,0,0,NN
2291,the,0,0,DT
2292,OPEN,0,0,JJ
2293,that,0,0,IN
2294,the,0,0,DT
2295,component,0,0,NN
2296,would,0,0,MD
2297,resolve,0,0,NN
2298,to,0,0,TO
2299,a,0,0,DT
2300,non-regular,0,0,JJ
2301,file,0,0,NN
2302,If,0,0,IN
2303,the,0,0,DT
2304,current,0,0,JJ
2305,filehandle,0,0,NN
2306,is,0,0,VBZ
2307,not,0,0,RB
2308,a,0,0,DT
2309,directory,0,0,NN
2310,the,0,0,DT
2311,error,0,0,NN
2312,NFS4ERR_NOTDIR,0,0,NN
2313,will,0,0,MD
2314,be,0,0,VB
2315,returned,0,0,VBN
2316,If,0,0,IN
2317,a,0,0,DT
2318,COMPOUND,0,0,NN
2319,contains,0,0,NNS
2320,an,0,0,DT
2321,OPEN,0,0,JJ
2322,that,0,0,IN
2323,establishes,0,0,NNS
2324,an,0,0,DT
2325,OPEN_DELEGATE_WRITE,0,0,NN
2326,delegation,0,0,NN
2327,then,0,0,RB
2328,subsequent,0,0,NN
2329,GETATTRs,0,0,NN
2330,normally,0,0,RB
2331,result,0,0,NN
2332,in,0,0,IN
2333,a,0,0,DT
2334,CB_GETATTR,0,0,NN
2335,being,0,0,VBG
2336,sent,0,0,NN
2337,to,0,0,TO
2338,the,0,0,DT
2339,client,0,0,NN
2340,holding,0,0,VBG
2341,the,0,0,DT
2342,delegation,0,0,NN
2343,NULL.,0,0,NNP
2344,However,0,0,RB
2345,in,0,0,IN
2346,the,0,0,DT
2347,case,0,0,NN
2348,in,0,0,IN
2349,which,0,0,WDT
2350,the,0,0,DT
2351,OPEN,0,0,JJ
2352,and,0,0,CC
2353,GETATTR,0,0,NN
2354,are,0,0,VBP
2355,part,0,0,NN
2356,of,0,0,IN
2357,the,0,0,DT
2358,same,0,0,JJ
2359,COMPOUND,0,0,NN
2360,the,0,0,DT
2361,server,0,0,NN
2362,SHOULD,0,0,MD
2363,understand,0,0,NN
2364,that,0,0,IN
2365,the,0,0,DT
2366,operations,0,0,NNS
2367,are,0,0,VBP
2368,for,0,0,IN
2369,the,0,0,DT
2370,same,0,0,JJ
2371,client,0,0,NN
2372,ID,0,0,NN
2373,and,0,0,CC
2374,avoid,0,0,NN
2375,querying,0,0,VBG
2376,the,0,0,DT
2377,client,0,0,NN
2378,which,0,0,WDT
2379,will,0,0,MD
2380,not,0,0,RB
2381,be,0,0,VB
2382,able,0,0,JJ
2383,to,0,0,TO
2384,respond,0,0,NN
2385,NULL.,0,0,NNP
2386,This,0,0,DT
2387,sequence,0,0,NN
2388,of,0,0,IN
2389,OPEN,0,0,JJ
2390,and,0,0,CC
2391,GETATTR,0,0,NN
2392,SHOULD,0,0,MD
2393,be,0,0,VB
2394,understood,0,0,NN
2395,to,0,0,TO
2396,be,0,0,VB
2397,the,0,0,DT
2398,retrieval,0,0,NN
2399,of,0,0,IN
2400,the,0,0,DT
2401,size,0,0,NN
2402,and,0,0,CC
2403,change,0,0,NN
2404,attributes,0,0,NNS
2405,at,0,0,IN
2406,the,0,0,DT
2407,time,0,0,NN
2408,of,0,0,IN
2409,OPEN,0,0,JJ
2410,NULL.,0,0,NNP
2411,Further,0,0,RB
2412,as,0,0,IN
2413,explained,0,0,VBD
2414,in,0,0,IN
2415,Section,0,0,NN
2416,15.2.5,0,0,CD
2417,the,0,0,DT
2418,client,0,0,NN
2419,should,0,0,MD
2420,not,0,0,RB
2421,construct,0,0,NN
2422,a,0,0,DT
2423,COMPOUND,0,0,NN
2424,that,0,0,IN
2425,mixes,0,0,NNS
2426,operations,0,0,NNS
2427,for,0,0,IN
2428,different,0,0,JJ
2429,client,0,0,NN
2430,IDs,0,0,NN
2431,16.10.4.,0,0,CD
2432,The,0,0,DT
2433,LOCK,0,0,NN
2434,operation,0,0,NN
2435,requests,0,0,NNS
2436,a,0,0,DT
2437,byte-range,0,0,NN
2438,lock,0,0,NN
2439,for,0,0,IN
2440,the,0,0,DT
2441,byte,0,0,NN
2442,range,0,0,NN
2443,specified,0,0,VBN
2444,by,0,0,IN
2445,the,0,0,DT
2446,offset,Variable,0,NN
2447,and,0,0,CC
2448,length,Variable,0,NN
2449,parameters,0,0,NNS
2450,NULL.,0,0,NNP
2451,The,0,0,DT
2452,lock,Variable,0,NN
2453,type,Variable,0,NN
2454,is,0,0,VBZ
2455,also,0,0,RB
2456,specified,0,0,VBN
2457,to,0,0,TO
2458,be,0,0,VB
2459,one,0,0,CD
2460,of,0,0,IN
2461,the,0,0,DT
2462,nfs_lock_type4s,0,0,NN
2463,NULL.,0,0,NNP
2464,If,0,0,IN
2465,this,0,0,DT
2466,is,0,0,VBZ
2467,a,0,0,DT
2468,reclaim,Variable,0,NN
2469,request,Variable,0,NN
2470,the,0,0,DT
2471,reclaim,Variable,0,NN
2472,parameter,0,0,NN
2473,will,0,0,MD
2474,be,0,0,VB
2475,TRUE,Value,0,NN
2476,Bytes,0,0,NNS
2477,in,0,0,IN
2478,a,0,0,DT
2479,file,0,0,NN
2480,may,0,0,MD
2481,be,0,0,VB
2482,locked,0,0,VBN
2483,even,0,0,RB
2484,if,0,0,IN
2485,those,0,0,DT
2486,bytes,0,0,NNS
2487,are,0,0,VBP
2488,not,0,0,RB
2489,currently,0,0,RB
2490,allocated,0,0,VBN
2491,to,0,0,TO
2492,the,0,0,DT
2493,file,0,0,NN
2494,NULL.,0,0,NNP
2495,To,0,0,TO
2496,lock,0,0,NN
2497,the,0,0,DT
2498,file,0,0,NN
2499,from,0,0,IN
2500,a,0,0,DT
2501,specific,0,0,JJ
2502,offset,Variable,0,NN
2503,through,0,0,IN
2504,the,0,0,DT
2505,end-of-file,Variable,0,NN
2506,no,0,0,DT
2507,matter,0,0,NN
2508,how,0,0,WRB
2509,long,0,0,RB
2510,the,0,0,DT
2511,file,0,0,NN
2512,actually,0,0,RB
2513,is,0,0,VBZ
2514,use,0,0,NN
2515,a,0,0,DT
2516,length,Variable,0,NN
2517,field,0,0,NN
2518,with,0,0,IN
2519,all,0,0,DT
2520,bits,0,0,NNS
2521,set,0,0,NN
2522,to,0,0,TO
2523,1,Value,0,CD
2524,one,0,0,CD
2525,NULL.,0,0,NNP
2526,If,0,0,IN
2527,the,0,0,DT
2528,length,Variable,0,NN
2529,is,0,0,VBZ
2530,zero,Value,0,NN
2531,or,0,0,CC
2532,if,0,0,IN
2533,a,0,0,DT
2534,length,Variable,0,NN
2535,that,0,0,IN
2536,is,0,0,VBZ
2537,not,0,0,RB
2538,all,0,0,DT
2539,bits,0,0,NNS
2540,set,0,0,NN
2541,to,0,0,TO
2542,one,Value,0,CD
2543,is,0,0,VBZ
2544,specified,0,0,VBN
2545,and,0,0,CC
2546,the,0,0,DT
2547,length,Variable,0,NN
2548,when,0,0,WRB
2549,added,0,0,VBD
2550,to,0,0,TO
2551,the,0,0,DT
2552,offset,Variable,0,NN
2553,exceeds,0,0,NNS
2554,the,0,0,DT
2555,maximum,0,0,NN
2556,64-bit,Value,0,NN
2557,unsigned,Value,0,JJ
2558,integer,Value,0,NN
2559,value,Value,0,NN
2560,the,0,0,DT
2561,error,0,0,NN
2562,NFS4ERR_INVAL,Value,0,NN
2563,will,0,0,MD
2564,result,0,0,NN
2565,NULL,Variable,0,NN
2566,32-bit,0,0,JJ
2567,servers,0,0,NNS
2568,are,0,0,VBP
2569,servers,0,0,NNS
2570,that,0,0,IN
2571,support,0,0,NN
2572,locking,0,0,VBG
2573,for,0,0,IN
2574,byte,0,0,NN
2575,offsets,0,0,NNS
2576,that,0,0,IN
2577,fit,0,0,NN
2578,within,0,0,IN
2579,32,0,0,CD
2580,bits,0,0,NNS
2581,i.e.,0,0,NN
2582,less,0,0,RBR
2583,than,0,0,IN
2584,or,0,0,CC
2585,equal,0,0,JJ
2586,to,0,0,TO
2587,NFS4_UINT32_MAX,0,0,NN
2588,NULL.,0,0,NNP
2589,If,0,0,IN
2590,the,0,0,DT
2591,client,0,0,NN
2592,specifies,0,0,NNS
2593,a,0,0,DT
2594,range,0,0,NN
2595,that,0,0,IN
2596,overlaps,0,0,NNS
2597,one,0,0,CD
2598,or,0,0,CC
2599,more,0,0,RBR
2600,bytes,0,0,NNS
2601,beyond,0,0,IN
2602,offset,0,0,NN
2603,NFS4_UINT32_MAX,0,0,NN
2604,but,0,0,CC
2605,does,0,0,VBZ
2606,not,0,0,RB
2607,end,0,0,NN
2608,at,0,0,IN
2609,offset,0,0,NN
2610,NFS4_UINT64_MAX,0,0,NN
2611,then,0,0,RB
2612,such,0,0,JJ
2613,a,0,0,DT
2614,32-bit,0,0,JJ
2615,server,0,0,NN
2616,MUST,0,0,NN
2617,return,0,0,NN
2618,the,0,0,DT
2619,error,0,0,NN
2620,NFS4ERR_BAD_RANGE,Value,0,NN
2621,NULL,Variable,0,NN
2622,In,0,0,IN
2623,the,0,0,DT
2624,case,0,0,NN
2625,that,0,0,IN
2626,the,0,0,DT
2627,lock,0,0,NN
2628,is,0,0,VBZ
2629,denied,0,0,VBD
2630,the,0,0,DT
2631,owner,Variable,0,NN
2632,offset,Variable,0,NN
2633,and,0,0,CC
2634,length,Variable,0,NN
2635,of,0,0,IN
2636,a,0,0,DT
2637,conflicting,0,0,VBG
2638,lock,0,0,NN
2639,are,0,0,VBP
2640,returned,0,0,VBN
2641,NULL,Variable,0,NN
2642,On,0,0,IN
2643,success,Value,0,NN
2644,the,0,0,DT
2645,current,Variable,0,JJ
2646,filehandle,Variable,0,NN
2647,retains,0,0,NNS
2648,its,0,0,PRP$
2649,value,Variable,0,NN
2650,NULL,Variable,0,NN
2651,16.10.5.,0,0,CD
2652,If,0,0,IN
2653,the,0,0,DT
2654,server,0,0,NN
2655,is,0,0,VBZ
2656,unable,0,0,JJ
2657,to,0,0,TO
2658,determine,0,0,NN
2659,the,0,0,DT
2660,exact,0,0,NN
2661,offset,Variable,0,NN
2662,and,0,0,CC
2663,length,Variable,0,NN
2664,of,0,0,IN
2665,the,0,0,DT
2666,conflicting,Variable,0,VBG
2667,lock,Variable,0,NN
2668,the,0,0,DT
2669,same,0,0,JJ
2670,offset,Variable,0,NN
2671,and,0,0,CC
2672,length,Variable,0,NN
2673,that,0,0,IN
2674,were,0,0,VBD
2675,provided,0,0,VBN
2676,in,0,0,IN
2677,the,0,0,DT
2678,arguments,0,0,NNS
2679,should,0,0,MD
2680,be,0,0,VB
2681,returned,0,0,VBN
2682,in,0,0,IN
2683,the,0,0,DT
2684,denied,Variable,0,VBD
2685,results,Variable,0,NNS
2686,NULL.,0,0,NNP
2687,Section,0,0,NN
2688,9,0,0,CD
2689,contains,0,0,NNS
2690,a,0,0,DT
2691,full,0,0,JJ
2692,description,0,0,NN
2693,of,0,0,IN
2694,this,0,0,DT
2695,and,0,0,CC
2696,the,0,0,DT
2697,other,0,0,JJ
2698,file,0,0,NN
2699,locking,0,0,VBG
2700,operations,0,0,NNS
2701,LOCK,0,0,NN
2702,operations,0,0,NNS
2703,are,0,0,VBP
2704,subject,0,0,NN
2705,to,0,0,TO
2706,permission,0,0,NN
2707,checks,0,0,NNS
2708,and,0,0,CC
2709,to,0,0,TO
2710,checks,0,0,NNS
2711,against,0,0,IN
2712,the,0,0,DT
2713,access,0,0,NN
2714,type,0,0,NN
2715,of,0,0,IN
2716,the,0,0,DT
2717,associated,0,0,VBN
2718,file,0,0,NN
2719,NULL.,0,0,NNP
2720,However,0,0,RB
2721,the,0,0,DT
2722,specific,0,0,JJ
2723,rights,0,0,NNS
2724,and,0,0,CC
2725,modes,0,0,NNS
2726,required,0,0,VBN
2727,for,0,0,IN
2728,various,0,0,JJ
2729,types,0,0,NNS
2730,of,0,0,IN
2731,locks,0,0,NNS
2732,reflect,0,0,NN
2733,the,0,0,DT
2734,semantics,0,0,NNS
2735,of,0,0,IN
2736,the,0,0,DT
2737,server-exported,0,0,JJ
2738,file,0,0,NN
2739,system,0,0,NN
2740,and,0,0,CC
2741,are,0,0,VBP
2742,not,0,0,RB
2743,specified,0,0,VBN
2744,by,0,0,IN
2745,the,0,0,DT
2746,protocol,0,0,NN
2747,NULL.,0,0,NNP
2748,For,0,0,IN
2749,example,0,0,NN
2750,Windows,0,0,NNS
2751,2000,0,0,CD
2752,allows,0,0,NNS
2753,a,0,0,DT
2754,write,0,0,NN
2755,lock,0,0,NN
2756,of,0,0,IN
2757,a,0,0,DT
2758,file,0,0,NN
2759,open,0,0,JJ
2760,for,0,0,IN
2761,READ,0,0,VB
2762,while,0,0,IN
2763,a,0,0,DT
2764,POSIX-compliant,0,0,JJ
2765,system,0,0,NN
2766,does,0,0,VBZ
2767,not,0,0,RB
2768,When,0,0,WRB
2769,the,0,0,DT
2770,client,0,0,NN
2771,makes,0,0,VBZ
2772,a,0,0,DT
2773,lock,0,0,NN
2774,request,0,0,NN
2775,that,0,0,IN
2776,corresponds,0,0,NNS
2777,to,0,0,TO
2778,a,0,0,DT
2779,range,Value,0,NN
2780,that,Value,0,IN
2781,the,Value,0,DT
2782,lock-owner,Value,0,NN
2783,has,Value,0,VBZ
2784,locked,Value,0,VBN
2785,already,Value,0,RB
2786,with,0,0,IN
2787,the,0,0,DT
2788,same,0,0,JJ
2789,or,0,0,CC
2790,different,0,0,JJ
2791,lock,0,0,NN
2792,type,0,0,NN
2793,or,0,0,CC
2794,to,0,0,TO
2795,a,0,0,DT
2796,sub-region,0,0,NN
2797,of,0,0,IN
2798,such,0,0,JJ
2799,a,0,0,DT
2800,range,0,0,NN
2801,or,0,0,CC
2802,to,0,0,TO
2803,a,0,0,DT
2804,region,0,0,NN
2805,that,0,0,IN
2806,includes,0,0,VBZ
2807,multiple,0,0,NN
2808,locks,0,0,NNS
2809,already,0,0,RB
2810,granted,0,0,VBN
2811,to,0,0,TO
2812,that,0,0,IN
2813,lock-owner,0,0,NN
2814,in,0,0,IN
2815,whole,0,0,JJ
2816,or,0,0,CC
2817,in,0,0,IN
2818,part,0,0,NN
2819,and,0,0,CC
2820,the,0,0,DT
2821,server,0,0,NN
2822,does,0,0,VBZ
2823,not,0,0,RB
2824,support,0,0,NN
2825,such,0,0,JJ
2826,locking,0,0,VBG
2827,operations,0,0,NNS
2828,i.e.,0,0,NN
2829,does,0,0,VBZ
2830,not,0,0,RB
2831,support,0,0,NN
2832,POSIX,0,0,NN
2833,locking,0,0,VBG
2834,semantics,0,0,NNS
2835,the,0,0,DT
2836,server,0,0,NN
2837,will,0,0,MD
2838,return,0,0,NN
2839,the,0,0,DT
2840,error,0,0,NN
2841,NFS4ERR_LOCK_RANGE,Value,0,NN
2842,NULL,Variable,0,NN
2843,In,0,0,IN
2844,that,0,0,IN
2845,case,0,0,NN
2846,the,0,0,DT
2847,client,0,0,NN
2848,may,0,0,MD
2849,return,0,0,NN
2850,an,0,0,DT
2851,error,0,0,NN
2852,or,0,0,CC
2853,it,0,0,PRP
2854,may,0,0,MD
2855,emulate,0,0,NN
2856,the,0,0,DT
2857,required,0,0,VBN
2858,operations,0,0,NNS
2859,using,0,0,VBG
2860,only,0,0,RB
2861,LOCK,0,0,NN
2862,for,0,0,IN
2863,ranges,0,0,NNS
2864,that,0,0,IN
2865,do,0,0,VB
2866,not,0,0,RB
2867,include,0,0,NN
2868,any,0,0,DT
2869,bytes,0,0,NNS
2870,already,0,0,RB
2871,locked,0,0,VBN
2872,by,0,0,IN
2873,that,0,0,IN
2874,lock-owner,0,0,NN
2875,and,0,0,CC
2876,LOCKU,0,0,NN
2877,of,0,0,IN
2878,locks,0,0,NNS
2879,held,0,0,NN
2880,by,0,0,IN
2881,that,0,0,IN
2882,lock-owner,0,0,NN
2883,specifying,0,0,VBG
2884,an,0,0,DT
2885,exactly,0,0,RB
2886,matching,0,0,VBG
2887,range,0,0,NN
2888,and,0,0,CC
2889,type,0,0,NN
2890,NULL.,0,0,NNP
2891,Similarly,0,0,RB
2892,when,0,0,WRB
2893,the,0,0,DT
2894,client,0,0,NN
2895,makes,0,0,VBZ
2896,a,0,0,DT
2897,lock,0,0,NN
2898,request,0,0,NN
2899,that,0,0,IN
2900,amounts,0,0,NNS
2901,to,0,0,TO
2902,upgrading,0,0,VBG
2903,changing,0,0,VBG
2904,from,0,0,IN
2905,a,0,0,DT
2906,read,0,0,NN
2907,lock,0,0,NN
2908,to,0,0,TO
2909,a,0,0,DT
2910,write,0,0,NN
2911,lock,0,0,NN
2912,or,0,0,CC
2913,downgrading,0,0,VBG
2914,changing,0,0,VBG
2915,from,0,0,IN
2916,a,0,0,DT
2917,write,0,0,NN
2918,lock,0,0,NN
2919,to,0,0,TO
2920,a,0,0,DT
2921,read,0,0,NN
2922,lock,0,0,NN
2923,an,0,0,DT
2924,existing,0,0,VBG
2925,record,0,0,NN
2926,lock,0,0,NN
2927,and,0,0,CC
2928,the,0,0,DT
2929,server,0,0,NN
2930,does,0,0,VBZ
2931,not,0,0,RB
2932,support,0,0,NN
2933,such,0,0,JJ
2934,a,0,0,DT
2935,lock,0,0,NN
2936,the,0,0,DT
2937,server,0,0,NN
2938,will,0,0,MD
2939,return,0,0,NN
2940,NFS4ERR_LOCK_NOTSUPP,0,0,NN
2941,NULL.,0,0,NNP
2942,Such,0,0,JJ
2943,operations,0,0,NNS
2944,may,0,0,MD
2945,not,0,0,RB
2946,perfectly,0,0,RB
2947,reflect,0,0,NN
2948,the,0,0,DT
2949,required,0,0,VBN
2950,semantics,0,0,NNS
2951,in,0,0,IN
2952,the,0,0,DT
2953,face,0,0,NN
2954,of,0,0,IN
2955,conflicting,0,0,VBG
2956,lock,0,0,NN
2957,requests,0,0,NNS
2958,from,0,0,IN
2959,other,0,0,JJ
2960,clients,0,0,NNS
2961,When,0,0,WRB
2962,a,0,0,DT
2963,client,0,0,NN
2964,holds,0,0,VBZ
2965,an,0,0,DT
2966,OPEN_DELEGATE_WRITE,0,0,NN
2967,delegation,0,0,NN
2968,the,0,0,DT
2969,client,0,0,NN
2970,holding,0,0,VBG
2971,that,0,0,IN
2972,delegation,0,0,NN
2973,is,0,0,VBZ
2974,assured,0,0,VBN
2975,that,0,0,IN
2976,there,0,0,RB
2977,are,0,0,VBP
2978,no,0,0,DT
2979,opens,0,0,NNS
2980,by,0,0,IN
2981,other,0,0,JJ
2982,clients,0,0,NNS
2983,NULL.,0,0,NNP
2984,Thus,0,0,RB
2985,there,0,0,RB
2986,can,0,0,MD
2987,be,0,0,VB
2988,no,0,0,DT
2989,conflicting,0,0,VBG
2990,LOCK,0,0,NN
2991,operations,0,0,NNS
2992,from,0,0,IN
2993,such,0,0,JJ
2994,clients,0,0,NNS
2995,NULL.,0,0,NNP
2996,Therefore,0,0,RB
2997,the,0,0,DT
2998,client,0,0,NN
2999,may,0,0,MD
3000,be,0,0,VB
3001,handling,0,0,VBG
3002,locking,0,0,VBG
3003,requests,0,0,NNS
3004,locally,0,0,RB
3005,without,0,0,IN
3006,doing,0,0,VBG
3007,LOCK,0,0,NN
3008,operations,0,0,NNS
3009,on,0,0,IN
3010,the,0,0,DT
3011,server,0,0,NN
3012,NULL.,0,0,NNP
3013,If,0,0,IN
3014,it,0,0,PRP
3015,does,0,0,VBZ
3016,that,0,0,IN
3017,it,0,0,PRP
3018,must,0,0,MD
3019,be,0,0,VB
3020,prepared,0,0,JJ
3021,to,0,0,TO
3022,update,0,0,NN
3023,the,0,0,DT
3024,lock,0,0,NN
3025,status,0,0,NN
3026,on,0,0,IN
3027,the,0,0,DT
3028,server,0,0,NN
3029,by,0,0,IN
3030,sending,0,0,VBG
3031,appropriate,0,0,NN
3032,LOCK,0,0,NN
3033,and,0,0,CC
3034,LOCKU,0,0,NN
3035,operations,0,0,NNS
3036,before,0,0,IN
3037,returning,0,0,VBG
3038,the,0,0,DT
3039,delegation,0,0,NN
3040,When,0,0,WRB
3041,one,0,0,CD
3042,or,0,0,CC
3043,more,0,0,RBR
3044,clients,0,0,NNS
3045,hold,0,0,NN
3046,OPEN_DELEGATE_READ,0,0,NN
3047,delegations,0,0,NNS
3048,any,0,0,DT
3049,LOCK,0,0,NN
3050,operation,0,0,NN
3051,where,0,0,WRB
3052,the,0,0,DT
3053,server,0,0,NN
3054,is,0,0,VBZ
3055,implementing,0,0,VBG
3056,mandatory,0,0,NN
3057,locking,0,0,VBG
3058,semantics,0,0,NNS
3059,MUST,0,0,NN
3060,result,0,0,NN
3061,in,0,0,IN
3062,the,0,0,DT
3063,recall,0,0,NN
3064,of,0,0,IN
3065,all,0,0,DT
3066,such,0,0,JJ
3067,delegations,0,0,NNS
3068,NULL.,0,0,NNP
3069,The,0,0,DT
3070,LOCK,0,0,NN
3071,operation,0,0,NN
3072,may,0,0,MD
3073,not,0,0,RB
3074,be,0,0,VB
3075,granted,0,0,VBN
3076,until,0,0,IN
3077,all,0,0,DT
3078,such,0,0,JJ
3079,delegations,0,0,NNS
3080,are,0,0,VBP
3081,returned,0,0,VBN
3082,or,0,0,CC
3083,revoked,0,0,VBN
3084,NULL.,0,0,NNP
3085,Except,0,0,IN
3086,where,0,0,WRB
3087,this,0,0,DT
3088,happens,0,0,NNS
3089,very,0,0,RB
3090,quickly,0,0,RB
3091,one,0,0,CD
3092,or,0,0,CC
3093,more,0,0,RBR
3094,NFS4ERR_DELAY,0,0,NN
3095,errors,0,0,NNS
3096,will,0,0,MD
3097,be,0,0,VB
3098,returned,0,0,VBN
3099,to,0,0,TO
3100,requests,0,0,NNS
3101,made,0,0,VBN
3102,while,0,0,IN
3103,the,0,0,DT
3104,delegation,0,0,NN
3105,remains,0,0,NNS
3106,outstanding,0,0,JJ
3107,The,0,0,DT
3108,locker,0,0,NN
3109,argument,0,0,NN
3110,specifies,0,0,NNS
3111,the,0,0,DT
3112,lock-owner,0,0,NN
3113,that,0,0,IN
3114,is,0,0,VBZ
3115,associated,0,0,VBN
3116,with,0,0,IN
3117,the,0,0,DT
3118,LOCK,0,0,NN
3119,request,0,0,NN
3120,NULL.,0,0,NNP
3121,The,0,0,DT
3122,locker4,0,0,NN
3123,structure,0,0,NN
3124,is,0,0,VBZ
3125,a,0,0,DT
3126,switched,0,0,VBN
3127,union,0,0,NN
3128,that,0,0,IN
3129,indicates,0,0,NNS
3130,whether,0,0,IN
3131,the,0,0,DT
3132,client,0,0,NN
3133,has,0,0,VBZ
3134,already,0,0,RB
3135,created,0,0,VBN
3136,byte-range,0,0,NN
3137,locking,0,0,VBG
3138,state,0,0,NN
3139,associated,0,0,VBN
3140,with,0,0,IN
3141,the,0,0,DT
3142,current,0,0,JJ
3143,open,0,0,JJ
3144,file,0,0,NN
3145,and,0,0,CC
3146,lock-owner,0,0,NN
3147,NULL.,0,0,NNP
3148,There,0,0,EX
3149,are,0,0,VBP
3150,multiple,0,0,NN
3151,cases,0,0,NNS
3152,to,0,0,TO
3153,be,0,0,VB
3154,considered,0,0,VBN
3155,corresponding,0,0,VBG
3156,to,0,0,TO
3157,possible,0,0,JJ
3158,combinations,0,0,NNS
3159,of,0,0,IN
3160,whether,0,0,IN
3161,locking,0,0,VBG
3162,state,0,0,NN
3163,has,0,0,VBZ
3164,been,0,0,VBN
3165,created,0,0,VBN
3166,for,0,0,IN
3167,the,0,0,DT
3168,current,0,0,JJ
3169,open,0,0,JJ
3170,file,0,0,NN
3171,and,0,0,CC
3172,lock-owner,0,0,NN
3173,and,0,0,CC
3174,whether,0,0,IN
3175,the,0,0,DT
3176,boolean,0,0,NN
3177,new_lock_owner,0,0,NN
3178,is,0,0,VBZ
3179,set,0,0,NN
3180,NULL.,0,0,NNP
3181,In,0,0,IN
3182,all,0,0,DT
3183,of,0,0,IN
3184,the,0,0,DT
3185,cases,0,0,NNS
3186,there,0,0,RB
3187,is,0,0,VBZ
3188,a,0,0,DT
3189,lock_seqid,0,0,NN
3190,specified,0,0,VBN
3191,whether,0,0,IN
3192,the,0,0,DT
3193,lock-owner,0,0,NN
3194,is,0,0,VBZ
3195,specified,0,0,VBN
3196,explicitly,0,0,RB
3197,or,0,0,CC
3198,implicitly,0,0,RB
3199,NULL.,0,0,NNP
3200,This,0,0,DT
3201,seqid,0,0,NN
3202,value,0,0,NN
3203,is,0,0,VBZ
3204,used,0,0,VBN
3205,for,0,0,IN
3206,checking,0,0,VBG
3207,lock-owner,0,0,NN
3208,sequencing/replay,0,0,NN
3209,issues,0,0,NNS
3210,NULL.,0,0,NNP
3211,When,0,0,WRB
3212,the,0,0,DT
3213,given,0,0,VBN
3214,lock-owner,0,0,NN
3215,is,0,0,VBZ
3216,not,0,0,RB
3217,known,0,0,VBN
3218,to,0,0,TO
3219,the,0,0,DT
3220,server,0,0,NN
3221,this,0,0,DT
3222,establishes,0,0,NNS
3223,an,0,0,DT
3224,initial,0,0,JJ
3225,sequence,0,0,NN
3226,value,0,0,NN
